Epoch [1/15], Batch [0/6000], Loss: 0.2327
Epoch [1/15], Batch [100/6000], Loss: 0.0645
Epoch [1/15], Batch [200/6000], Loss: 0.0671
Epoch [1/15], Batch [300/6000], Loss: 0.0407
Epoch [1/15], Batch [400/6000], Loss: 0.0479
Epoch [1/15], Batch [500/6000], Loss: 0.0406
Epoch [1/15], Batch [600/6000], Loss: 0.0399
Epoch [1/15], Batch [700/6000], Loss: 0.0354
Epoch [1/15], Batch [800/6000], Loss: 0.0381
Epoch [1/15], Batch [900/6000], Loss: 0.0304
Epoch [1/15], Batch [1000/6000], Loss: 0.0284
Epoch [1/15], Batch [1100/6000], Loss: 0.0252
Epoch [1/15], Batch [1200/6000], Loss: 0.0313
Epoch [1/15], Batch [1300/6000], Loss: 0.0243
Epoch [1/15], Batch [1400/6000], Loss: 0.0321
Epoch [1/15], Batch [1500/6000], Loss: 0.0334
Epoch [1/15], Batch [1600/6000], Loss: 0.0317
Epoch [1/15], Batch [1700/6000], Loss: 0.0289
Epoch [1/15], Batch [1800/6000], Loss: 0.0314
Epoch [1/15], Batch [1900/6000], Loss: 0.0282
Epoch [1/15], Batch [2000/6000], Loss: 0.0257
Epoch [1/15], Batch [2100/6000], Loss: 0.0256
Epoch [1/15], Batch [2200/6000], Loss: 0.0295
Epoch [1/15], Batch [2300/6000], Loss: 0.0264
Epoch [1/15], Batch [2400/6000], Loss: 0.0200
Epoch [1/15], Batch [2500/6000], Loss: 0.0256
Epoch [1/15], Batch [2600/6000], Loss: 0.0194
Epoch [1/15], Batch [2700/6000], Loss: 0.0196
Epoch [1/15], Batch [2800/6000], Loss: 0.0223
Epoch [1/15], Batch [2900/6000], Loss: 0.0329
Epoch [1/15], Batch [3000/6000], Loss: 0.0287
Epoch [1/15], Batch [3100/6000], Loss: 0.0280
Epoch [1/15], Batch [3200/6000], Loss: 0.0281
Epoch [1/15], Batch [3300/6000], Loss: 0.0220
Epoch [1/15], Batch [3400/6000], Loss: 0.0170
Epoch [1/15], Batch [3500/6000], Loss: 0.0208
Epoch [1/15], Batch [3600/6000], Loss: 0.0196
Epoch [1/15], Batch [3700/6000], Loss: 0.0174
